language,family,genus,pop,I,you,we,one,two,person,fish,dog,louse,tree,leaf,skin,blood,bone,horn,ear,eye,nose,tooth,tongue,knee,hand,breast,liver,drink,see,hear,die,come,sun,star,water,stone,fire,path,mountain,night,full,new,name
HAUSA_3,AA,WEST_CHADIC,26929000,na,kai,mu,daya,biyu,mutum,kifi,kare,karkata,itaCe,ga5e,fata,jini,qaSi,kaho,kune,ido,nanCi,hakori,harSe,giwa,hanu,mama,hanta,Sa,gani,ji,mutu,zo,rana,tauraro,ruwa,duce,wuta,ha5a,duCe,dare,Cika,sabo,suna
JIMI,AA,WEST_CHADIC,1000,mi,ko-k3m,mu,nino,rwo,mur,sotum,yono,todo,diko-yono,l3g3d3m,kure,birom,gumlo,ronu,kuno,yoro,iSin,sin,loko,hurum,om,yolo,moso,hyok3l,yowil,kumil,miSi,r3go,huto,Ngoto,molo,s3m3n,uto,t3bo,turzum,borhudo,ihok3l,isobo,s3m
KANO,AA,WEST_CHADIC,26929000,ni,kay-ke,mu,daya,biyu,mutum,kifi,kare,karkata,itaCe,ga5e,fata,jini,kaSi,kaho,kunne,ido,hani,hakori,harSe,giwa,hannu,nono,hana,Sa,gani,ji,mutu,zo,rana,tawraro,ruwa,duse,wuta,hana,tudu,dare,Cikakke,sabo,suna
KAREKARE,AA,WEST_CHADIC,150000,0,0,0,w3di,belu,Na,Tar3fu,ada,jakar,ba,ara,irgi,dow3n,k3su,tum3ku,kum3w,ido,kantuN,wutu,lusuN,gum3w-berasuN,0,y3di,rubus3w,sa,na,k3la,me,nene,f3ti,dinen3w,3mu,bat3,esi,naru,g3wC3w,bedi,0,b3lam,suN
KARIYA,AA,WEST_CHADIC,2000,0,0,0,wuti,wa7a,sum,x3d3,i,0,0,tipi,tala,tum,kasu,par,kum,t3wi,tin,tin,Sinak3,xwurum,0,api,sey,sa,nah3,kuz,miya,b3-bu,afai,SaSuwa,abi,z3ki,aku,derahi,dai,d3v3n,0,marhuna,ng3n
KARSHI,AA,WEST_CHADIC,27300,eni,eke,emu,da,bi,ne,guna,kere,karakata,naCi,geNa,pata,jini,keSi,koho,kuni,nani,ani,akuri,ariSiya,guyamu,nani,nono,ana,Sa,geni,ji,mutu,jo,nana,kemi,ruwa,duni,wuta,turiki,tudu,dederi,CiCika,Sabuwa,Seyi-suna
KIRFI,AA,WEST_CHADIC,14000,na,ka-Ti,munnu,modi,malu,mimi,yomo,ere,karkatu,wele,ne7e,dada,name,woSanyi,0,kuma,iro,wuttiNi,iTTo,ilmiSi,0,Sara,wudi,tuti,Se,ne,kalu,muk,non,fiTTi,jene,amma,dunkumu,wuSi,noxonu,gikkini,budi,0,foyo,Simi
KOFYAR,AA,WEST_CHADIC,110000,an,g3-yi,m3,me,v3l,0,Terep,as,0,t3N,0,SiSik,tagam,es,0,kom,ayit,g3z3N,agas,lis,furum,sar,0,0,swa,na,k3leN,mut,wa,fus,0,am,paN,wus,war,0,l3par,0,0,sum
KULERE,AA,WEST_CHADIC,15600,yin,ya,yigan,ami,kataN,mafareyaw,kirif,gara,0,yiTaw,afafaw,0,zom,0,Nalaw,kurukum,rih,atenan-tanaw,ager,aluS,arom,0,0,0,nal-rob,riyan,sel,mot,bo,0,sisiri,am,0,0,araw,got,ma-ofod,0,0,asim
KWAAMI,AA,WEST_CHADIC,10000,ni-ne,ke-shi,min,muni,polow-folow,fe,Surbe,yede,jankari,0,fugidi,0,tomi,0,0,kumo,ido,uSin,Sobi,daga,purum,ara,wudi,orodo,eji,0,0,mudan,wotu,puCi,ane,ami,oka,wi,popalan,oka,padi,0,foyo,imi
MBURKU,AA,WEST_CHADIC,12000,0,0,0,wut3,c3r,bargi,gwacar,diya,0,0,tipu,0,p3raN,kakas3,mal3n,kuma,tiranhu,taNhu,tino,Sinako,wirin,k3mo,pihu,se,si-sa,nax,d3k3,miy,bu-tu,muk,SaSuwi,bi,z3ki,kuwa,deri,deyi,0,0,divim,Sin
MISHIP,AA,WEST_CHADIC,6000,0,0,0,me,v3l,gurum,SErEp,3s,n3m,tiN,komtiN,Sim,tik3m,Es,sokom,kom,yit,goN,3g3s,lis,f3r3m,0,yukur,f3lok,Su,na,k3l3N,mut,wul,pus,z3r,3m,p3N,wus,yar,p3N,l3par,0,wupo,s3m
MIYA,AA,WEST_CHADIC,30000,0,0,0,wutin,cir,s3m,g3di,0,0,d3m,Lipi,pe8Er,p3r3m,kusi,3p3r,kum3y,Eti,Etim,tiyim,Sinak3n,wur3m,0,Epi,s3y,sa,ne,dik3y,mit3,b3t3su,muku,3SuwoSu,3bi,z3ki,3ku,dEr3,d3y,C3mazi,0,0,ng3m
MONTOL,AA,WEST_CHADIC,21900,pan,0,muen,0,0,0,Siep,as,0,Sip,0,gobSim,Sim,dis,bulu,kom,hasyit,kusuN,wers,0,fim,sai,0,0,yuai,0,kiel,mud,kop,pos,zai,pam,paN,us,ye,0,pai,0,pug,il
MUNDAT,AA,WEST_CHADIC,1000,yi,yil,gal,ham,wul,bafala,goSe,g3ra,0,yiT,afika,fukut,anzom,ag3S,Nelek,kumuy,adiri,atuli,aguri,aliSi,arumuy,arug,TiTi,hatat,No,may,salay,mot,Na,fat,denirek,ham,haS,wuS,hari,taN3T,mafod,ususumgaN,ma,aSum
MUPUN,AA,WEST_CHADIC,295000,0,wi-wa,0,m3ndoN,v3l,gwar-Nwe-Nu-gur-gurum,pupwap,as,0,t3N,komt3N,sim,tom,dies,som,kom,yit,p3z3n,os,l3s,furum,sar,wur,nki,siwa,na,kl3N-k3l3N,mut,ji,pus,zar,am,lar-Nh3k-3k-N3k-per,wus,ar-are,zul,par,myar-muol,mzew-mpuo-puo,s3m
MWAGHAVUL,AA,WEST_CHADIC,295000,0,0,0,mindoN,ful,kurum,pupap,as,siyem-nsiyem,yoxom,kome,Sim,toxom,des-diyes,soxom,kom,yit,p3guziN,axas,lis,kufurum,0,wur,tine,Suwa,na,k3liN,mut,Ci,pus,sar,am,xik,wus,ar,Ciw3k,par,0,po-dipo,sum
NGAMO,AA,WEST_CHADIC,60000,0,0,0,modi,bolo,No,k3ruwo,ada,jaNar,gale,dafo,diSi,dom,woso,baluhu,kuma,ida,wuni,wudo,lino,buru,0,yEdi,fupso,sat,moy,k3l,matin,nin,foti,j3na,ham,goSo,yEsi,bila-d3be,goSo,bEdi,0,foyo,sun
NGIZIM,AA,WEST_CHADIC,80000,iy3,Ti,0,gayi-kiden,Sirin,n3n,v3nakau,ja,jankar,waka,awai,r3v3k,d3dem,awuk,fuwak,agud,da,t3n,yanau,mar5i,kufu,aikak,a5i,g3Si,sau,ikau-launu,k3mau,m3tu,deu-nai,afa,g3Zaw,am,kaTar,aka,d3lpu-d3vu,guguyak,d3vid,niyu-Tikatu,karara,Lugun
NIMBIA,AA,WEST_CHADIC,27300,ani,ako,amu,da,bi,m3se,guno,k3re,kuma,bin,geN,pato,jani,k3Si,kobo,kunni-kuni,nar,ani,akuri,ariSiy3,kewuya,nani,nono,azur,sa,ge,ji,mutu,zo,rara,kem3,r3bxi,paN,wuto,t3rgi,cen3,d3d3ri,Cig3,habo,huwa
PAANCI,AA,WEST_CHADIC,8000,am3n,ahu-ah3n,ami,waTi,Tir-Tiru,marin,Tala-lulu,walawala-yara,0,bama,l3k3ti-Luk3ti,tala,atin,k3siki,purk3ti,huma,ata,at3n,0,sini,b3rmi,daken-k3man,api,sana,sa,han,nuku,miya,dava,fei,SeSuwa-lugubara,amii,z3giya,pana,L3rki,yei,si,hangohango,marhan-marhi,s3m-sun
PERO,AA,WEST_CHADIC,25000,0,0,0,dok,pElEyo,nin3-ni53,Cirip,bai,koromo,fuo7,alaw,kada,tum,w383k,baxa,kumo7,ano7,woCin,wudo,dak,furum,0,widi,r3Co,ZE,wE,xun,muru,vona,foriy,p383l-timilim,am,fani,wuji,kokojimude,kuley,yipu,0,fe-Cimo3,Como
PERO_2,AA,WEST_CHADIC,25000,ne-ni,kai-ke-ka-Ti,minu-mini,dok,below,niye,Tirip,bay,0,puro,alau-kollam-kulam,kadaTik,tom,waTak,kpaka,kumo,ando-do,wiTTin,wudo,dak,purum,0,wudi,roTTo,To,wa,0,mutu,Tiwru,pori,paTal-timbilim,am,0,wuTi,0,pandi-kulle,yippa,0,poyo,Tombo
POLCI_BULI,AA,WEST_CHADIC,22000,0,0,0,n3m,rowa,m3n,kas,yer,korgudo,kin3,wal,kur,b3ram,gul,yu,kum,ir,iSin,Sin,nali,gaf3n,0,nin-5in,m3L,S3w,Sinu,kumu,muSu,waru,pit,ngaL,mal,t3t,ut,dan3,t3t,ngasi,0,pele,s3m
POLCI_ZUL,AA,WEST_CHADIC,22000,0,0,0,num,rop,bmar3me,k3se,yEre,0,kini,w3li,kuri,burani,gulE,no-5o,kumE,gEre,iC3ne,Sine,l3ka,gamurumi,0,nini-5ini,maLi,La,Sini,kumi,muSi,diri,putE,z3gese,male,tate,wutu,tupe,Lundure,g3si,0,pEli,suyE
POLCI,AA,WEST_CHADIC,22000,am,ki,mi,n3m-b3ga,rop,mam,gesi,yar,karkata,p3t,wal,kur,buran-b3ran,golo,me,k3m,yir,cin-Cin,Sen,nat-5at,gam-kitk3n,am,nen,mat,te,yen,wom,m3s-m3si,rit,pidi,taN3t3,ma,tat,wutu,tsop-cop,goN-baN,vor,k3mi,m3ri,0
RON_BOKKOS,AA,WEST_CHADIC,176000,yin,ha,kan,anek,apil,adeN-madufal,guSe,kara,bele,yit,mal,fukut,waS,kas,Sam,mal,Sit,atin,aNur,alis,faran,ra,fof,taSaS,wo,diNi,hali,mot,yes,be,bar,ham,afuN,man,fo,aNaS,fo,ha-kalak,ma,sum
RON_DAFFO_BUTURA,AA,WEST_CHADIC,176000,yin,ha,Tan,daNat,fulal,naf-madafal,guSe,Tira,taday,mer-jak,kabal,fukut,waS,kas,Som,ham,dir,tin,Nur,lis,ga,ra,vaS-fof,Nor,So,fitay,halay,mot,yes,ren-be,noret,ham,hayi,man,mater,Na,fulul,ma,ma,sum
RON_MANGAR,AA,WEST_CHADIC,176000,yin,ya,yan,ham,lat,naf,guSe,fufe,0,iyit,baN,bon,nom,3kaN,sukum,pEl,yiw,cin,Nu,lis,Num,hak,fof,0,bo,suni,sEl,mot,bali,bici,s3nz3r3k,ham,h3yi,man,0,huyi,muTufun,0,ma,sumajiwa
RON_MONGUNA,AA,WEST_CHADIC,176000,yin,ya,na,ham,wul,naf-madafal,goSe,kabi,ti,awitaw-awur,hu7aS,raw,inom,NiSaw,nel,kume,yiri,atin,agiraw,ales,arum,jol,fof,nin,del,ral,hal,mot,kan,fat,Sinjore,ayin,ayi,man,tar,aram,mafo,ma,hoy,sum
SAYA,AA,WEST_CHADIC,300000,0,0,0,n3b3N,muLuN,0,gas,k3di,sur,Nan,gas,lat,v3raN,m3t,0,kun,yur,nicuN-5icuN,S3n,risu,g3m3r3m,0,nin-5in,w3tka,3m,y3li,mum,miSi,m3di,fut,Car,Za,puwus,wut,tub-dutub,wur,kavit,0,muri,sun
SHA,AA,WEST_CHADIC,3000,yin,yah,gan,ham,0,0,gaSe,fifi,0,yiTaw,0,fukut,zom,giS,gilu,kum,yafay,ato,agauaw,al3s,sidu,fagaw,fof,0,del,may,salay,mot,bol,0,agenagen,ham,aya,man,fagil,wafay,mafo,0,0,ayin
SIRI,AA,WEST_CHADIC,0,0,0,0,wuti,b3Car,subuni,k3rfi,k3d3ri,0,0,tapi,bakala,p3rami,0,0,kunta,ita,0,cina,s3naki,x3rma,kanta,ipi,Siyi,sa,ngulu,d3hiwi,miyu,ta-taba,0,susuwi,ibi,kayi,kuwi,0,0,xirt3ni,0,murun3si,0
TAMBAS,AA,WEST_CHADIC,3000,0,0,0,yo,po,0,pupap,namvu,0,yiyit,kom,ref,rum,kres,0,humwaN,yer,kin,haNi,les,kukat,tafa,fuf,fus,So,gini,0,0,le,fat,tuwe,ham,0,0,folok,dur,fot,0,0,0
TANGALE,AA,WEST_CHADIC,200000,0,0,0,dok,rap,mu,wolok,b3y,SaNur,fito,wobok,kaloik,tom,wus,bol,te,ido,wiSin,wudo,daga,fofurum,0,widi,robo,yek,me,kum,toje,wana,fisi,luwin,am-ham,fani,wi,woko,fani,sum,0,lara,sumo
TESHENAWA,AA,WEST_CHADIC,-1,0,0,0,gadaiwo-gadayu,sirin,mudin,bunan,San-Cayin,0,timai-tamin,begundi,0,kugan-kurman,0,0,gutduwan-gutuwan,taiyi-tan,tinin,yanin,begum,baCinidal,amun-amin,kisabanu,0,0,0,0,0,0,nawhan,tirai,0,giniyan-binin,akai-akan,fudaui-fadamin,ursin,tubidin,0,0,San-asamadin
WARJI,AA,WEST_CHADIC,77700,mi-ma,ki-ka,mi-ma,wuti,m3L3N-ra7a,warji,x3dai,iyana,0,dinai,dinai-pac3,0,t3na,kasuna,parai,kumai,Ciyai,Cina,C3x3nai,SiNk3na,wurmuna-xurmuna,0,pina,Canh3na-sayai,sa,nah,kuz,miy,buw,caN,SuSuwai,cuwara,pus-zikiyai,k3wai-wud,jarh3na,dayina,Camazana,0,marhu,N3nai
YIWOM,AA,WEST_CHADIC,14100,arun,0,mok,0,0,0,kirup,rad,0,Sip,0,gobSim,luluk,rus,bil,bem,laid,iduN,res,0,furum,tis,0,0,fien,0,kalmok,mud,geda,bis,darkir,ram,yane,aus,der,0,piru,0,aki,atum
ZUMBUN,AA,WEST_CHADIC,2000,0,0,0,wuti,Sir,wudir,awuda,ili,0,0,aluhu,0,b3rama,k3kasi,muwi,kuma,ida,it3n,dina,s3nak3laN,vurmu,kan,ifi,sala,0,gul,0,mul,bo-du,muk,sasuwa,imbi,daya,akwa,daru,daya,0,0,0,su
